name	type	units	low_cutoff	high_cutoff	reference	group	notch	status	status_description	sampling_frequency
C01	ECOG	µV	n/a	0.150	G2	C	0.000	good	n/a	512.000
C02	ECOG	µV	0.000	0.150	G2	C	0.000	good	n/a	512.000
C03	ECOG	µV	0.000	0.150	G2	C	0.000	good	n/a	512.000
C04	ECOG	µV	0.000	0.150	G2	C	0.000	good	n/a	512.000
C05	ECOG	µV	0.000	0.150	G2	C	0.000	good	n/a	512.000
C06	ECOG	µV	0.000	0.150	G2	C	0.000	good	n/a	512.000
C07	ECOG	µV	0.000	0.150	G2	C	0.000	good	n/a	512.000
C08	ECOG	µV	0.000	0.150	G2	C	0.000	bad	on top of other channels	512.000
C09	ECOG	µV	0.000	0.150	G2	C	0.000	good	n/a	512.000
C10	ECOG	µV	0.000	0.150	G2	C	0.000	good	n/a	512.000
C11	ECOG	µV	0.000	0.150	G2	C	0.000	good	n/a	512.000
C12	ECOG	µV	0.000	0.150	G2	C	0.000	good	n/a	512.000
C13	ECOG	µV	0.000	0.150	G2	C	0.000	good	n/a	512.000
C14	ECOG	µV	0.000	0.150	G2	C	0.000	good	n/a	512.000
C15	ECOG	µV	0.000	0.150	G2	C	0.000	good	n/a	512.000
C16	ECOG	µV	0.000	0.150	G2	C	0.000	good	n/a	512.000
C17	ECOG	µV	0.000	0.150	G2	C	0.000	good	n/a	512.000
C18	ECOG	µV	0.000	0.150	G2	C	0.000	good	n/a	512.000
C19	ECOG	µV	0.000	0.150	G2	C	0.000	good	n/a	512.000
C20	ECOG	µV	0.000	0.150	G2	C	0.000	good	n/a	512.000
C21	ECOG	µV	0.000	0.150	G2	C	0.000	good	n/a	512.000
C22	ECOG	µV	0.000	0.150	G2	C	0.000	good	n/a	512.000
C23	ECOG	µV	0.000	0.150	G2	C	0.000	good	n/a	512.000
C24	ECOG	µV	0.000	0.150	G2	C	0.000	good	n/a	512.000
C25	ECOG	µV	0.000	0.150	G2	C	0.000	good	n/a	512.000
C26	ECOG	µV	0.000	0.150	G2	C	0.000	good	n/a	512.000
C27	ECOG	µV	0.000	0.150	G2	C	0.000	good	n/a	512.000
C28	ECOG	µV	0.000	0.150	G2	C	0.000	good	n/a	512.000
C29	ECOG	µV	0.000	0.150	G2	C	0.000	good	n/a	512.000
C30	ECOG	µV	0.000	0.150	G2	C	0.000	good	n/a	512.000
C31	ECOG	µV	0.000	0.150	G2	C	0.000	good	n/a	512.000
C32	ECOG	µV	0.000	0.150	G2	C	0.000	good	n/a	512.000
C33	ECOG	µV	0.000	0.150	G2	C	0.000	good	n/a	512.000
C34	ECOG	µV	0.000	0.150	G2	C	0.000	good	n/a	512.000
C35	ECOG	µV	0.000	0.150	G2	C	0.000	good	n/a	512.000
C36	ECOG	µV	0.000	0.150	G2	C	0.000	good	n/a	512.000
C37	ECOG	µV	0.000	0.150	G2	C	0.000	good	n/a	512.000
C38	ECOG	µV	0.000	0.150	G2	C	0.000	good	n/a	512.000
C39	ECOG	µV	0.000	0.150	G2	C	0.000	good	n/a	512.000
C40	ECOG	µV	0.000	0.150	G2	C	0.000	good	n/a	512.000
C41	ECOG	µV	0.000	0.150	G2	C	0.000	good	n/a	512.000
C42	ECOG	µV	0.000	0.150	G2	C	0.000	good	n/a	512.000
C43	ECOG	µV	0.000	0.150	G2	C	0.000	good	n/a	512.000
C44	ECOG	µV	0.000	0.150	G2	C	0.000	good	n/a	512.000
C45	ECOG	µV	0.000	0.150	G2	C	0.000	good	n/a	512.000
C46	ECOG	µV	0.000	0.150	G2	C	0.000	good	n/a	512.000
C47	ECOG	µV	0.000	0.150	G2	C	0.000	good	n/a	512.000
C48	ECOG	µV	0.000	0.150	G2	C	0.000	good	n/a	512.000
F49	ECOG	µV	0.000	0.150	G2	F	0.000	good	n/a	512.000
F50	ECOG	µV	0.000	0.150	G2	F	0.000	good	n/a	512.000
F51	ECOG	µV	0.000	0.150	G2	F	0.000	good	n/a	512.000
F52	ECOG	µV	0.000	0.150	G2	F	0.000	good	n/a	512.000
F53	ECOG	µV	0.000	0.150	G2	F	0.000	good	n/a	512.000
F54	ECOG	µV	0.000	0.150	G2	F	0.000	good	n/a	512.000
F55	ECOG	µV	0.000	0.150	G2	F	0.000	good	n/a	512.000
F56	ECOG	µV	0.000	0.150	G2	F	0.000	good	n/a	512.000
F57	ECOG	µV	0.000	0.150	G2	F	0.000	good	n/a	512.000
F58	ECOG	µV	0.000	0.150	G2	F	0.000	good	n/a	512.000
F59	ECOG	µV	0.000	0.150	G2	F	0.000	good	n/a	512.000
F60	ECOG	µV	0.000	0.150	G2	F	0.000	good	n/a	512.000
F61	ECOG	µV	0.000	0.150	G2	F	0.000	good	n/a	512.000
F62	ECOG	µV	0.000	0.150	G2	F	0.000	good	n/a	512.000
F63	ECOG	µV	0.000	0.150	G2	F	0.000	good	n/a	512.000
F64	ECOG	µV	0.000	0.150	G2	F	0.000	good	n/a	512.000
MKR1+	TRIG	µV	0.000	0.000	MKR1-	n/a	0.000	bad	None	512.000
hC1	ECOG	µV	0.000	0.150	G2	hC	0.000	good	n/a	512.000
hC2	ECOG	µV	0.000	0.150	G2	hC	0.000	good	n/a	512.000
hC3	ECOG	µV	0.000	0.150	G2	hC	0.000	good	n/a	512.000
hC4	ECOG	µV	0.000	0.150	G2	hC	0.000	good	n/a	512.000
hC5	ECOG	µV	0.000	0.150	G2	hC	0.000	good	n/a	512.000
hC6	ECOG	µV	0.000	0.150	G2	hC	0.000	good	n/a	512.000
hC7	ECOG	µV	0.000	0.150	G2	hC	0.000	good	n/a	512.000
hC8	ECOG	µV	0.000	0.150	G2	hC	0.000	bad	on top of other channels	512.000
hF1	ECOG	µV	0.000	0.150	G2	hF	0.000	good	n/a	512.000
hF2	ECOG	µV	0.000	0.150	G2	hF	0.000	good	n/a	512.000
hF3	ECOG	µV	0.000	0.150	G2	hF	0.000	good	n/a	512.000
hF4	ECOG	µV	0.000	0.150	G2	hF	0.000	good	n/a	512.000
hF5	ECOG	µV	0.000	0.150	G2	hF	0.000	good	n/a	512.000
hF6	ECOG	µV	0.000	0.150	G2	hF	0.000	good	n/a	512.000
hF7	ECOG	µV	0.000	0.150	G2	hF	0.000	good	n/a	512.000
hF8	ECOG	µV	0.000	0.150	G2	hF	0.000	good	n/a	512.000
ECG+	ECG	µV	0.000	0.150	ECG-	n/a	0.000	good	n/a	512.000
EMG+	EMG	µV	0.000	0.150	EMG-	n/a	0.000	good	n/a	512.000
DL1	SEEG	µV	0.000	0.150	G2	DL	0.000	good	n/a	512.000
DL2	SEEG	µV	0.000	0.150	G2	DL	0.000	good	n/a	512.000
DL3	SEEG	µV	0.000	0.150	G2	DL	0.000	good	n/a	512.000
DL4	SEEG	µV	0.000	0.150	G2	DL	0.000	good	n/a	512.000
MKR2+	TRIG	µV	0.000	0.000	MKR2-	n/a	0.000	good	n/a	512.000
