name	type	units	low_cutoff	high_cutoff	reference	group	notch	status	status_description	sampling_frequency
FB1	ECOG	µV	0.000	0.150	G2	FB	0.000	good	n/a	512.000
FB2	ECOG	µV	0.000	0.150	G2	FB	0.000	good	n/a	512.000
FB3	ECOG	µV	0.000	0.150	G2	FB	0.000	good	n/a	512.000
FB4	ECOG	µV	0.000	0.150	G2	FB	0.000	good	n/a	512.000
FB5	ECOG	µV	0.000	0.150	G2	FB	0.000	good	n/a	512.000
FB6	ECOG	µV	0.000	0.150	G2	FB	0.000	good	n/a	512.000
FB7	ECOG	µV	0.000	0.150	G2	FB	0.000	good	n/a	512.000
FB8	ECOG	µV	0.000	0.150	G2	FB	0.000	good	n/a	512.000
IHv1	ECOG	µV	0.000	0.150	G2	IHv	0.000	good	n/a	512.000
IHv2	ECOG	µV	0.000	0.150	G2	IHv	0.000	good	n/a	512.000
IHv3	ECOG	µV	0.000	0.150	G2	IHv	0.000	good	n/a	512.000
IHv4	ECOG	µV	0.000	0.150	G2	IHv	0.000	good	n/a	512.000
IHv5	ECOG	µV	0.000	0.150	G2	IHv	0.000	good	n/a	512.000
IHv6	ECOG	µV	0.000	0.150	G2	IHv	0.000	good	n/a	512.000
IHv7	ECOG	µV	0.000	0.150	G2	IHv	0.000	good	n/a	512.000
IHv8	ECOG	µV	0.000	0.150	G2	IHv	0.000	good	n/a	512.000
IHa1	ECOG	µV	0.000	0.150	G2	IHa	0.000	good	n/a	512.000
IHa2	ECOG	µV	0.000	0.150	G2	IHa	0.000	good	n/a	512.000
IHa3	ECOG	µV	0.000	0.150	G2	IHa	0.000	good	n/a	512.000
IHa4	ECOG	µV	0.000	0.150	G2	IHa	0.000	good	n/a	512.000
IHa5	ECOG	µV	0.000	0.150	G2	IHa	0.000	good	n/a	512.000
IHa6	ECOG	µV	0.000	0.150	G2	IHa	0.000	good	n/a	512.000
IHa7	ECOG	µV	0.000	0.150	G2	IHa	0.000	good	n/a	512.000
IHa8	ECOG	µV	0.000	0.150	G2	IHa	0.000	good	n/a	512.000
ECG+	ECG	µV	0.000	0.150	ECG-	n/a	0.000	good	n/a	512.000
orb+	EOG	µV	0.000	0.150	orb-	n/a	0.000	good	n/a	512.000
EMG4+	EMG	µV	0.000	0.150	EMG4-	n/a	0.000	good	n/a	512.000
Fp01	ECOG	µV	0.000	0.150	G2	Fp	0.000	good	n/a	512.000
Fp02	ECOG	µV	0.000	0.150	G2	Fp	0.000	good	n/a	512.000
Fp03	ECOG	µV	0.000	0.150	G2	Fp	0.000	good	n/a	512.000
Fp04	ECOG	µV	0.000	0.150	G2	Fp	0.000	good	n/a	512.000
Fp05	ECOG	µV	0.000	0.150	G2	Fp	0.000	good	n/a	512.000
Fp06	ECOG	µV	0.000	0.150	G2	Fp	0.000	good	n/a	512.000
Fp07	ECOG	µV	0.000	0.150	G2	Fp	0.000	good	n/a	512.000
Fp08	ECOG	µV	0.000	0.150	G2	Fp	0.000	good	n/a	512.000
Fp09	ECOG	µV	0.000	0.150	G2	Fp	0.000	good	n/a	512.000
Fp10	ECOG	µV	0.000	0.150	G2	Fp	0.000	good	n/a	512.000
Fp11	ECOG	µV	0.000	0.150	G2	Fp	0.000	good	n/a	512.000
Fp12	ECOG	µV	0.000	0.150	G2	Fp	0.000	good	n/a	512.000
Fp13	ECOG	µV	0.000	0.150	G2	Fp	0.000	good	n/a	512.000
Fp14	ECOG	µV	0.000	0.150	G2	Fp	0.000	good	n/a	512.000
Fp15	ECOG	µV	0.000	0.150	G2	Fp	0.000	good	n/a	512.000
Fp16	ECOG	µV	0.000	0.150	G2	Fp	0.000	good	n/a	512.000
C01	ECOG	µV	0.000	0.150	G2	C	0.000	good	n/a	512.000
C02	ECOG	µV	0.000	0.150	G2	C	0.000	good	n/a	512.000
C03	ECOG	µV	0.000	0.150	G2	C	0.000	good	n/a	512.000
C04	ECOG	µV	0.000	0.150	G2	C	0.000	good	n/a	512.000
C05	ECOG	µV	0.000	0.150	G2	C	0.000	good	n/a	512.000
C06	ECOG	µV	0.000	0.150	G2	C	0.000	good	n/a	512.000
C07	ECOG	µV	0.000	0.150	G2	C	0.000	good	n/a	512.000
C08	ECOG	µV	0.000	0.150	G2	C	0.000	good	n/a	512.000
C09	ECOG	µV	0.000	0.150	G2	C	0.000	good	n/a	512.000
C10	ECOG	µV	0.000	0.150	G2	C	0.000	good	n/a	512.000
C11	ECOG	µV	0.000	0.150	G2	C	0.000	good	n/a	512.000
C12	ECOG	µV	0.000	0.150	G2	C	0.000	good	n/a	512.000
C13	ECOG	µV	0.000	0.150	G2	C	0.000	good	n/a	512.000
C14	ECOG	µV	0.000	0.150	G2	C	0.000	good	n/a	512.000
C15	ECOG	µV	0.000	0.150	G2	C	0.000	good	n/a	512.000
C16	ECOG	µV	0.000	0.150	G2	C	0.000	bad	noisy	512.000
MKR+	TRIG	µV	0.000	0.000	MKR-	n/a	0.000	good	n/a	512.000
thor+	EMG	n/a	0.000	0.000	thor-	n/a	0.000	good	n/a	512.000
abdo+	EMG	n/a	0.000	0.000	abdo-	n/a	0.000	good	n/a	512.000
