name	type	units	low_cutoff	high_cutoff	reference	group	notch	status	status_description	sampling_frequency
TP01	ECOG	µV	0.000	0.150	G2	TP	0.000	good	n/a	512.000
TP02	ECOG	µV	0.000	0.150	G2	TP	0.000	good	n/a	512.000
TP03	ECOG	µV	0.000	0.150	G2	TP	0.000	good	n/a	512.000
TP04	ECOG	µV	0.000	0.150	G2	TP	0.000	good	n/a	512.000
TP05	ECOG	µV	0.000	0.150	G2	TP	0.000	good	n/a	512.000
TP06	ECOG	µV	0.000	0.150	G2	TP	0.000	good	n/a	512.000
TP07	ECOG	µV	0.000	0.150	G2	TP	0.000	good	n/a	512.000
TP08	ECOG	µV	0.000	0.150	G2	TP	0.000	good	n/a	512.000
TP09	ECOG	µV	0.000	0.150	G2	TP	0.000	good	n/a	512.000
TP10	ECOG	µV	0.000	0.150	G2	TP	0.000	good	n/a	512.000
TP11	ECOG	µV	0.000	0.150	G2	TP	0.000	good	n/a	512.000
TP12	ECOG	µV	0.000	0.150	G2	TP	0.000	good	n/a	512.000
TP13	ECOG	µV	0.000	0.150	G2	TP	0.000	good	n/a	512.000
TP14	ECOG	µV	0.000	0.150	G2	TP	0.000	good	n/a	512.000
TP15	ECOG	µV	0.000	0.150	G2	TP	0.000	good	n/a	512.000
TP16	ECOG	µV	0.000	0.150	G2	TP	0.000	good	n/a	512.000
TP17	ECOG	µV	0.000	0.150	G2	TP	0.000	good	n/a	512.000
TP18	ECOG	µV	0.000	0.150	G2	TP	0.000	good	n/a	512.000
TP19	ECOG	µV	0.000	0.150	G2	TP	0.000	good	n/a	512.000
TP20	ECOG	µV	0.000	0.150	G2	TP	0.000	good	n/a	512.000
TP21	ECOG	µV	0.000	0.150	G2	TP	0.000	good	n/a	512.000
TP22	ECOG	µV	0.000	0.150	G2	TP	0.000	good	n/a	512.000
TP23	ECOG	µV	0.000	0.150	G2	TP	0.000	good	n/a	512.000
TP24	ECOG	µV	0.000	0.150	G2	TP	0.000	good	n/a	512.000
TP25	ECOG	µV	0.000	0.150	G2	TP	0.000	good	n/a	512.000
TP26	ECOG	µV	0.000	0.150	G2	TP	0.000	good	n/a	512.000
TP27	ECOG	µV	0.000	0.150	G2	TP	0.000	good	n/a	512.000
TP28	ECOG	µV	0.000	0.150	G2	TP	0.000	good	n/a	512.000
TP29	ECOG	µV	0.000	0.150	G2	TP	0.000	good	n/a	512.000
TP30	ECOG	µV	0.000	0.150	G2	TP	0.000	good	n/a	512.000
TP31	ECOG	µV	0.000	0.150	G2	TP	0.000	good	n/a	512.000
TP32	ECOG	µV	0.000	0.150	G2	TP	0.000	good	n/a	512.000
TP33	ECOG	µV	0.000	0.150	G2	TP	0.000	good	n/a	512.000
TP34	ECOG	µV	0.000	0.150	G2	TP	0.000	good	n/a	512.000
TP35	ECOG	µV	0.000	0.150	G2	TP	0.000	good	n/a	512.000
TP36	ECOG	µV	0.000	0.150	G2	TP	0.000	good	n/a	512.000
TP37	ECOG	µV	0.000	0.150	G2	TP	0.000	good	n/a	512.000
TP38	ECOG	µV	0.000	0.150	G2	TP	0.000	good	n/a	512.000
TP39	ECOG	µV	0.000	0.150	G2	TP	0.000	good	n/a	512.000
TP40	ECOG	µV	0.000	0.150	G2	TP	0.000	good	n/a	512.000
TP41	ECOG	µV	0.000	0.150	G2	TP	0.000	good	n/a	512.000
TP42	ECOG	µV	0.000	0.150	G2	TP	0.000	good	n/a	512.000
TP43	ECOG	µV	0.000	0.150	G2	TP	0.000	good	n/a	512.000
TP44	ECOG	µV	0.000	0.150	G2	TP	0.000	good	n/a	512.000
TP45	ECOG	µV	0.000	0.150	G2	TP	0.000	good	n/a	512.000
TP46	ECOG	µV	0.000	0.150	G2	TP	0.000	good	n/a	512.000
TP47	ECOG	µV	0.000	0.150	G2	TP	0.000	good	n/a	512.000
TP48	ECOG	µV	0.000	0.150	G2	TP	0.000	good	n/a	512.000
T49	ECOG	µV	0.000	0.150	G2	T	0.000	good	n/a	512.000
T50	ECOG	µV	0.000	0.150	G2	T	0.000	good	n/a	512.000
T51	ECOG	µV	0.000	0.150	G2	T	0.000	good	n/a	512.000
T52	ECOG	µV	0.000	0.150	G2	T	0.000	good	n/a	512.000
T53	ECOG	µV	0.000	0.150	G2	T	0.000	good	n/a	512.000
T54	ECOG	µV	0.000	0.150	G2	T	0.000	good	n/a	512.000
T55	ECOG	µV	0.000	0.150	G2	T	0.000	bad	on top of other channels	512.000
T56	ECOG	µV	0.000	0.150	G2	T	0.000	bad	on top of other channels	512.000
T57	ECOG	µV	0.000	0.150	G2	T	0.000	good	n/a	512.000
T58	ECOG	µV	0.000	0.150	G2	T	0.000	good	n/a	512.000
T59	ECOG	µV	0.000	0.150	G2	T	0.000	good	n/a	512.000
T60	ECOG	µV	0.000	0.150	G2	T	0.000	good	n/a	512.000
T61	ECOG	µV	0.000	0.150	G2	T	0.000	good	n/a	512.000
T62	ECOG	µV	0.000	0.150	G2	T	0.000	good	n/a	512.000
T63	ECOG	µV	0.000	0.150	G2	T	0.000	good	n/a	512.000
T64	ECOG	µV	0.000	0.150	G2	T	0.000	good	n/a	512.000
MKR1+	TRIG	µV	0.000	0.000	MKR1-	n/a	0.000	bad	None	512.000
sTv1	ECOG	µV	0.000	0.150	G2	sTv	0.000	good	n/a	512.000
sTv2	ECOG	µV	0.000	0.150	G2	sTv	0.000	good	n/a	512.000
sTv3	ECOG	µV	0.000	0.150	G2	sTv	0.000	good	n/a	512.000
sTv4	ECOG	µV	0.000	0.150	G2	sTv	0.000	good	n/a	512.000
sTv5	ECOG	µV	0.000	0.150	G2	sTv	0.000	good	n/a	512.000
sTv6	ECOG	µV	0.000	0.150	G2	sTv	0.000	bad	on top of other channels	512.000
sTv7	ECOG	µV	0.000	0.150	G2	sTv	0.000	bad	on top of other channels	512.000
sTv8	ECOG	µV	0.000	0.150	G2	sTv	0.000	bad	on top of other channels	512.000
sTa1	ECOG	µV	0.000	0.150	G2	sTa	0.000	good	n/a	512.000
sTa2	ECOG	µV	0.000	0.150	G2	sTa	0.000	good	n/a	512.000
sTa3	ECOG	µV	0.000	0.150	G2	sTa	0.000	good	n/a	512.000
sTa4	ECOG	µV	0.000	0.150	G2	sTa	0.000	good	n/a	512.000
sTa5	ECOG	µV	0.000	0.150	G2	sTa	0.000	good	n/a	512.000
sTa6	ECOG	µV	0.000	0.150	G2	sTa	0.000	good	n/a	512.000
sTa7	ECOG	µV	0.000	0.150	G2	sTa	0.000	good	n/a	512.000
sTa8	ECOG	µV	0.000	0.150	G2	sTa	0.000	good	n/a	512.000
OT1	ECOG	µV	0.000	0.150	G2	OT	0.000	good	n/a	512.000
OT2	ECOG	µV	0.000	0.150	G2	OT	0.000	good	n/a	512.000
OT3	ECOG	µV	0.000	0.150	G2	OT	0.000	good	n/a	512.000
OT4	ECOG	µV	0.000	0.150	G2	OT	0.000	good	n/a	512.000
OT5	ECOG	µV	0.000	0.150	G2	OT	0.000	good	n/a	512.000
OT6	ECOG	µV	0.000	0.150	G2	OT	0.000	good	n/a	512.000
OT7	ECOG	µV	0.000	0.150	G2	OT	0.000	good	n/a	512.000
OT8	ECOG	µV	0.000	0.150	G2	OT	0.000	good	n/a	512.000
AH+	ECG	µV	0.000	0.150	AH-	n/a	0.000	good	n/a	512.000
ECG+	ECG	µV	0.000	0.150	ECG-	n/a	0.000	good	n/a	512.000
emg1+	EMG	µV	0.000	0.150	emg1-	n/a	0.000	good	n/a	512.000
emg2+	EMG	µV	0.000	0.150	emg2-	n/a	0.000	good	n/a	512.000
MKR2+	TRIG	µV	0.000	0.000	MKR2-	n/a	0.000	bad	None	512.000
