name	type	units	low_cutoff	high_cutoff	reference	group	notch	status	status_description	sampling_frequency
AL1	SEEG	µV	0.000	0.150	G2	AL	0.000	good	n/a	2048.000
AL2	SEEG	µV	0.000	0.150	G2	AL	0.000	good	n/a	2048.000
AL3	SEEG	µV	0.000	0.150	G2	AL	0.000	good	n/a	2048.000
AL4	SEEG	µV	0.000	0.150	G2	AL	0.000	good	n/a	2048.000
AL5	SEEG	µV	0.000	0.150	G2	AL	0.000	good	n/a	2048.000
AL6	SEEG	µV	0.000	0.150	G2	AL	0.000	good	n/a	2048.000
AL7	SEEG	µV	0.000	0.150	G2	AL	0.000	good	n/a	2048.000
AL8	SEEG	µV	0.000	0.150	G2	AL	0.000	good	n/a	2048.000
AL9	SEEG	µV	0.000	0.150	G2	AL	0.000	good	n/a	2048.000
AL10	SEEG	µV	0.000	0.150	G2	AL	0.000	good	n/a	2048.000
AL11	SEEG	µV	0.000	0.150	G2	AL	0.000	good	n/a	2048.000
AL12	SEEG	µV	0.000	0.150	G2	AL	0.000	good	n/a	2048.000
AHL1	SEEG	µV	0.000	0.150	G2	AHL	0.000	good	n/a	2048.000
AHL2	SEEG	µV	0.000	0.150	G2	AHL	0.000	good	n/a	2048.000
AHL3	SEEG	µV	0.000	0.150	G2	AHL	0.000	good	n/a	2048.000
AHL4	SEEG	µV	0.000	0.150	G2	AHL	0.000	good	n/a	2048.000
AHL5	SEEG	µV	0.000	0.150	G2	AHL	0.000	good	n/a	2048.000
AHL6	SEEG	µV	0.000	0.150	G2	AHL	0.000	good	n/a	2048.000
AHL7	SEEG	µV	0.000	0.150	G2	AHL	0.000	good	n/a	2048.000
AHL8	SEEG	µV	0.000	0.150	G2	AHL	0.000	good	n/a	2048.000
AHL9	SEEG	µV	0.000	0.150	G2	AHL	0.000	good	n/a	2048.000
AHL10	SEEG	µV	0.000	0.150	G2	AHL	0.000	good	n/a	2048.000
APL1	SEEG	µV	0.000	0.150	G2	APL	0.000	good	n/a	2048.000
APL2	SEEG	µV	0.000	0.150	G2	APL	0.000	good	n/a	2048.000
APL3	SEEG	µV	0.000	0.150	G2	APL	0.000	good	n/a	2048.000
APL4	SEEG	µV	0.000	0.150	G2	APL	0.000	good	n/a	2048.000
APL5	SEEG	µV	0.000	0.150	G2	APL	0.000	good	n/a	2048.000
ecg+	ECG	µV	0.000	0.150	ecg-	n/a	0.000	good	n/a	2048.000
ah+	ECG	µV	0.000	0.150	ah-	n/a	0.000	good	n/a	2048.000
ORB+	EOG	µV	0.000	0.150	ORB-	n/a	0.000	good	n/a	2048.000
EMG+	EMG	µV	0.000	0.150	EMG-	n/a	0.000	good	n/a	2048.000
PHL1	SEEG	µV	0.000	0.150	G2	PHL	0.000	good	n/a	2048.000
PHL2	SEEG	µV	0.000	0.150	G2	PHL	0.000	good	n/a	2048.000
PHL3	SEEG	µV	0.000	0.150	G2	PHL	0.000	good	n/a	2048.000
PHL4	SEEG	µV	0.000	0.150	G2	PHL	0.000	good	n/a	2048.000
PHL5	SEEG	µV	0.000	0.150	G2	PHL	0.000	good	n/a	2048.000
PHL6	SEEG	µV	0.000	0.150	G2	PHL	0.000	good	n/a	2048.000
PHL7	SEEG	µV	0.000	0.150	G2	PHL	0.000	good	n/a	2048.000
PHL8	SEEG	µV	0.000	0.150	G2	PHL	0.000	good	n/a	2048.000
PHL9	SEEG	µV	0.000	0.150	G2	PHL	0.000	good	n/a	2048.000
PHL10	SEEG	µV	0.000	0.150	G2	PHL	0.000	good	n/a	2048.000
PPL1	SEEG	µV	0.000	0.150	G2	PPL	0.000	good	n/a	2048.000
PPL2	SEEG	µV	0.000	0.150	G2	PPL	0.000	good	n/a	2048.000
PPL3	SEEG	µV	0.000	0.150	G2	PPL	0.000	good	n/a	2048.000
PPL4	SEEG	µV	0.000	0.150	G2	PPL	0.000	good	n/a	2048.000
PPL5	SEEG	µV	0.000	0.150	G2	PPL	0.000	good	n/a	2048.000
PPL6	SEEG	µV	0.000	0.150	G2	PPL	0.000	good	n/a	2048.000
PPL7	SEEG	µV	0.000	0.150	G2	PPL	0.000	good	n/a	2048.000
PPL8	SEEG	µV	0.000	0.150	G2	PPL	0.000	good	n/a	2048.000
PPL9	SEEG	µV	0.000	0.150	G2	PPL	0.000	good	n/a	2048.000
PPL10	SEEG	µV	0.000	0.150	G2	PPL	0.000	good	n/a	2048.000
MPL1	SEEG	µV	0.000	0.150	G2	MPL	0.000	good	n/a	2048.000
MPL2	SEEG	µV	0.000	0.150	G2	MPL	0.000	good	n/a	2048.000
MPL3	SEEG	µV	0.000	0.150	G2	MPL	0.000	good	n/a	2048.000
MPL4	SEEG	µV	0.000	0.150	G2	MPL	0.000	good	n/a	2048.000
MPL5	SEEG	µV	0.000	0.150	G2	MPL	0.000	good	n/a	2048.000
MPL6	SEEG	µV	0.000	0.150	G2	MPL	0.000	good	n/a	2048.000
MPL7	SEEG	µV	0.000	0.150	G2	MPL	0.000	good	n/a	2048.000
MPL8	SEEG	µV	0.000	0.150	G2	MPL	0.000	good	n/a	2048.000
MPL9	SEEG	µV	0.000	0.150	G2	MPL	0.000	good	n/a	2048.000
MPL10	SEEG	µV	0.000	0.150	G2	MPL	0.000	good	n/a	2048.000
MPL11	SEEG	µV	0.000	0.150	G2	MPL	0.000	good	n/a	2048.000
MPL12	SEEG	µV	0.000	0.150	G2	MPL	0.000	good	n/a	2048.000
MKR1+	TRIG	µV	0.000	0.000	MKR1-	n/a	0.000	bad	None	2048.000
TOL1	SEEG	µV	0.000	0.150	G2	TOL	0.000	good	n/a	2048.000
TOL2	SEEG	µV	0.000	0.150	G2	TOL	0.000	good	n/a	2048.000
TOL3	SEEG	µV	0.000	0.150	G2	TOL	0.000	good	n/a	2048.000
TOL4	SEEG	µV	0.000	0.150	G2	TOL	0.000	good	n/a	2048.000
TOL5	SEEG	µV	0.000	0.150	G2	TOL	0.000	good	n/a	2048.000
TOL6	SEEG	µV	0.000	0.150	G2	TOL	0.000	good	n/a	2048.000
TOL7	SEEG	µV	0.000	0.150	G2	TOL	0.000	good	n/a	2048.000
TOL8	SEEG	µV	0.000	0.150	G2	TOL	0.000	good	n/a	2048.000
TOL9	SEEG	µV	0.000	0.150	G2	TOL	0.000	good	n/a	2048.000
TOL10	SEEG	µV	0.000	0.150	G2	TOL	0.000	good	n/a	2048.000
MKR2+	TRIG	µV	0.000	0.000	MKR2-	n/a	0.000	good	n/a	2048.000
