name	type	units	low_cutoff	high_cutoff	reference	group	notch	status	status_description	sampling_frequency
SPR1	SEEG	µV	0.000	0.150	G2	SPR	0.000	good	n/a	2048.000
SPR2	SEEG	µV	0.000	0.150	G2	SPR	0.000	good	n/a	2048.000
SPR3	SEEG	µV	0.000	0.150	G2	SPR	0.000	good	n/a	2048.000
SPR4	SEEG	µV	0.000	0.150	G2	SPR	0.000	good	n/a	2048.000
SPR5	SEEG	µV	0.000	0.150	G2	SPR	0.000	good	n/a	2048.000
SPR6	SEEG	µV	0.000	0.150	G2	SPR	0.000	good	n/a	2048.000
SPR7	SEEG	µV	0.000	0.150	G2	SPR	0.000	good	n/a	2048.000
SPR8	SEEG	µV	0.000	0.150	G2	SPR	0.000	good	n/a	2048.000
SPR9	SEEG	µV	0.000	0.150	G2	SPR	0.000	good	n/a	2048.000
SPR10	SEEG	µV	0.000	0.150	G2	SPR	0.000	good	n/a	2048.000
SPR11	SEEG	µV	0.000	0.150	G2	SPR	0.000	good	n/a	2048.000
SPR12	SEEG	µV	0.000	0.150	G2	SPR	0.000	good	n/a	2048.000
PCR1	SEEG	µV	0.000	0.150	G2	PCR	0.000	good	n/a	2048.000
PCR2	SEEG	µV	0.000	0.150	G2	PCR	0.000	good	n/a	2048.000
PCR3	SEEG	µV	0.000	0.150	G2	PCR	0.000	good	n/a	2048.000
PCR4	SEEG	µV	0.000	0.150	G2	PCR	0.000	good	n/a	2048.000
PCR5	SEEG	µV	0.000	0.150	G2	PCR	0.000	good	n/a	2048.000
PCR6	SEEG	µV	0.000	0.150	G2	PCR	0.000	good	n/a	2048.000
PCR7	SEEG	µV	0.000	0.150	G2	PCR	0.000	good	n/a	2048.000
PCR8	SEEG	µV	0.000	0.150	G2	PCR	0.000	good	n/a	2048.000
PCR9	SEEG	µV	0.000	0.150	G2	PCR	0.000	good	n/a	2048.000
PCR10	SEEG	µV	0.000	0.150	G2	PCR	0.000	good	n/a	2048.000
PCR11	SEEG	µV	0.000	0.150	G2	PCR	0.000	good	n/a	2048.000
PCR12	SEEG	µV	0.000	0.150	G2	PCR	0.000	good	n/a	2048.000
ecg1+	ECG	µV	0.000	0.150	ecg1-	n/a	0.000	good	n/a	2048.000
ah1+	ECG	µV	0.000	0.150	ah1-	n/a	0.000	good	n/a	2048.000
orb1+	EOG	µV	0.000	0.150	orb1-	n/a	0.000	good	n/a	2048.000
emg1+	EMG	µV	0.000	0.150	emg1-	n/a	0.000	good	n/a	2048.000
PCR13	SEEG	µV	0.000	0.150	G2	PCR	0.000	good	n/a	2048.000
PCR14	SEEG	µV	0.000	0.150	G2	PCR	0.000	good	n/a	2048.000
PCR15	SEEG	µV	0.000	0.150	G2	PCR	0.000	good	n/a	2048.000
AIR1	SEEG	µV	0.000	0.150	G2	AIR	0.000	good	n/a	2048.000
AIR2	SEEG	µV	0.000	0.150	G2	AIR	0.000	good	n/a	2048.000
AIR3	SEEG	µV	0.000	0.150	G2	AIR	0.000	good	n/a	2048.000
AIR4	SEEG	µV	0.000	0.150	G2	AIR	0.000	good	n/a	2048.000
AIR5	SEEG	µV	0.000	0.150	G2	AIR	0.000	good	n/a	2048.000
AIR6	SEEG	µV	0.000	0.150	G2	AIR	0.000	good	n/a	2048.000
AIR7	SEEG	µV	0.000	0.150	G2	AIR	0.000	good	n/a	2048.000
AIR8	SEEG	µV	0.000	0.150	G2	AIR	0.000	good	n/a	2048.000
AIR9	SEEG	µV	0.000	0.150	G2	AIR	0.000	good	n/a	2048.000
AIR10	SEEG	µV	0.000	0.150	G2	AIR	0.000	good	n/a	2048.000
AIR11	SEEG	µV	0.000	0.150	G2	AIR	0.000	good	n/a	2048.000
AIR12	SEEG	µV	0.000	0.150	G2	AIR	0.000	good	n/a	2048.000
AIR13	SEEG	µV	0.000	0.150	G2	AIR	0.000	good	n/a	2048.000
AIR14	SEEG	µV	0.000	0.150	G2	AIR	0.000	good	n/a	2048.000
AIR15	SEEG	µV	0.000	0.150	G2	AIR	0.000	good	n/a	2048.000
IPR1	SEEG	µV	0.000	0.150	G2	IPR	0.000	good	n/a	2048.000
IPR2	SEEG	µV	0.000	0.150	G2	IPR	0.000	good	n/a	2048.000
IPR3	SEEG	µV	0.000	0.150	G2	IPR	0.000	good	n/a	2048.000
IPR4	SEEG	µV	0.000	0.150	G2	IPR	0.000	good	n/a	2048.000
IPR5	SEEG	µV	0.000	0.150	G2	IPR	0.000	good	n/a	2048.000
IPR6	SEEG	µV	0.000	0.150	G2	IPR	0.000	good	n/a	2048.000
IPR7	SEEG	µV	0.000	0.150	G2	IPR	0.000	good	n/a	2048.000
IPR8	SEEG	µV	0.000	0.150	G2	IPR	0.000	good	n/a	2048.000
IPR9	SEEG	µV	0.000	0.150	G2	IPR	0.000	good	n/a	2048.000
IPR10	SEEG	µV	0.000	0.150	G2	IPR	0.000	good	n/a	2048.000
IPR11	SEEG	µV	0.000	0.150	G2	IPR	0.000	good	n/a	2048.000
IPR12	SEEG	µV	0.000	0.150	G2	IPR	0.000	good	n/a	2048.000
IPR13	SEEG	µV	0.000	0.150	G2	IPR	0.000	good	n/a	2048.000
IPR14	SEEG	µV	0.000	0.150	G2	IPR	0.000	good	n/a	2048.000
IPR15	SEEG	µV	0.000	0.150	G2	IPR	0.000	good	n/a	2048.000
MKR1+	TRIG	µV	0.000	0.000	MKR1-	n/a	0.000	bad	None	2048.000
SMR1	SEEG	µV	0.000	0.150	G2	SMR	0.000	good	n/a	2048.000
SMR2	SEEG	µV	0.000	0.150	G2	SMR	0.000	good	n/a	2048.000
SMR3	SEEG	µV	0.000	0.150	G2	SMR	0.000	good	n/a	2048.000
SMR4	SEEG	µV	0.000	0.150	G2	SMR	0.000	good	n/a	2048.000
SMR5	SEEG	µV	0.000	0.150	G2	SMR	0.000	good	n/a	2048.000
SMR6	SEEG	µV	0.000	0.150	G2	SMR	0.000	good	n/a	2048.000
SMR7	SEEG	µV	0.000	0.150	G2	SMR	0.000	good	n/a	2048.000
SMR8	SEEG	µV	0.000	0.150	G2	SMR	0.000	good	n/a	2048.000
SMR9	SEEG	µV	0.000	0.150	G2	SMR	0.000	good	n/a	2048.000
SMR10	SEEG	µV	0.000	0.150	G2	SMR	0.000	good	n/a	2048.000
LPR1	SEEG	µV	0.000	0.150	G2	LPR	0.000	good	n/a	2048.000
LPR2	SEEG	µV	0.000	0.150	G2	LPR	0.000	good	n/a	2048.000
LPR3	SEEG	µV	0.000	0.150	G2	LPR	0.000	good	n/a	2048.000
LPR4	SEEG	µV	0.000	0.150	G2	LPR	0.000	good	n/a	2048.000
LPR5	SEEG	µV	0.000	0.150	G2	LPR	0.000	good	n/a	2048.000
LPR6	SEEG	µV	0.000	0.150	G2	LPR	0.000	good	n/a	2048.000
LPR7	SEEG	µV	0.000	0.150	G2	LPR	0.000	good	n/a	2048.000
LPR8	SEEG	µV	0.000	0.150	G2	LPR	0.000	good	n/a	2048.000
LPR9	SEEG	µV	0.000	0.150	G2	LPR	0.000	good	n/a	2048.000
LPR10	SEEG	µV	0.000	0.150	G2	LPR	0.000	good	n/a	2048.000
PHR1	SEEG	µV	0.000	0.150	G2	PHR	0.000	bad	noisy	2048.000
PHR2	SEEG	µV	0.000	0.150	G2	PHR	0.000	good	noisy	2048.000
PHR3	SEEG	µV	0.000	0.150	G2	PHR	0.000	good	n/a	2048.000
PHR4	SEEG	µV	0.000	0.150	G2	PHR	0.000	good	n/a	2048.000
PHR5	SEEG	µV	0.000	0.150	G2	PHR	0.000	bad	noisy	2048.000
PHR6	SEEG	µV	0.000	0.150	G2	PHR	0.000	good	noisy	2048.000
PHR7	SEEG	µV	0.000	0.150	G2	PHR	0.000	good	n/a	2048.000
PHR8	SEEG	µV	0.000	0.150	G2	PHR	0.000	good	n/a	2048.000
PHR9	SEEG	µV	0.000	0.150	G2	PHR	0.000	good	n/a	2048.000
AHR1	SEEG	µV	0.000	0.150	G2	AHR	0.000	good	n/a	2048.000
AHR2	SEEG	µV	0.000	0.150	G2	AHR	0.000	good	n/a	2048.000
AHR3	SEEG	µV	0.000	0.150	G2	AHR	0.000	good	n/a	2048.000
AHR4	SEEG	µV	0.000	0.150	G2	AHR	0.000	bad	noisy	2048.000
AHR5	SEEG	µV	0.000	0.150	G2	AHR	0.000	good	n/a	2048.000
AHR6	SEEG	µV	0.000	0.150	G2	AHR	0.000	good	n/a	2048.000
AHR7	SEEG	µV	0.000	0.150	G2	AHR	0.000	good	n/a	2048.000
AHR8	SEEG	µV	0.000	0.150	G2	AHR	0.000	good	noisy	2048.000
AHR9	SEEG	µV	0.000	0.150	G2	AHR	0.000	bad	noisy	2048.000
AR1	SEEG	µV	0.000	0.150	G2	AR	0.000	good	n/a	2048.000
AR2	SEEG	µV	0.000	0.150	G2	AR	0.000	good	n/a	2048.000
AR3	SEEG	µV	0.000	0.150	G2	AR	0.000	good	n/a	2048.000
AR4	SEEG	µV	0.000	0.150	G2	AR	0.000	good	n/a	2048.000
AR5	SEEG	µV	0.000	0.150	G2	AR	0.000	good	n/a	2048.000
AR6	SEEG	µV	0.000	0.150	G2	AR	0.000	good	n/a	2048.000
AR7	SEEG	µV	0.000	0.150	G2	AR	0.000	good	n/a	2048.000
AR8	SEEG	µV	0.000	0.150	G2	AR	0.000	good	n/a	2048.000
AR9	SEEG	µV	0.000	0.150	G2	AR	0.000	good	n/a	2048.000
ATR1	SEEG	µV	0.000	0.150	G2	ATR	0.000	good	n/a	2048.000
ATR2	SEEG	µV	0.000	0.150	G2	ATR	0.000	good	n/a	2048.000
ATR3	SEEG	µV	0.000	0.150	G2	ATR	0.000	good	n/a	2048.000
ATR4	SEEG	µV	0.000	0.150	G2	ATR	0.000	good	n/a	2048.000
ATR5	SEEG	µV	0.000	0.150	G2	ATR	0.000	good	n/a	2048.000
ATR6	SEEG	µV	0.000	0.150	G2	ATR	0.000	good	n/a	2048.000
ATR7	SEEG	µV	0.000	0.150	G2	ATR	0.000	good	n/a	2048.000
ATR8	SEEG	µV	0.000	0.150	G2	ATR	0.000	good	n/a	2048.000
MKR2+	TRIG	µV	0.000	0.000	MKR2-	n/a	0.000	bad	None	2048.000
