name	type	units	low_cutoff	high_cutoff	reference	group	notch	status	status_description	sampling_frequency
AIR1	SEEG	µV	0.000	0.150	G2	AIR	0.000	good	n/a	2048.000
AIR2	SEEG	µV	0.000	0.150	G2	AIR	0.000	good	n/a	2048.000
AIR3	SEEG	µV	0.000	0.150	G2	AIR	0.000	good	n/a	2048.000
AIR4	SEEG	µV	0.000	0.150	G2	AIR	0.000	good	n/a	2048.000
AIR5	SEEG	µV	0.000	0.150	G2	AIR	0.000	good	n/a	2048.000
AIR6	SEEG	µV	0.000	0.150	G2	AIR	0.000	good	n/a	2048.000
AIR7	SEEG	µV	0.000	0.150	G2	AIR	0.000	good	n/a	2048.000
AIR8	SEEG	µV	0.000	0.150	G2	AIR	0.000	good	n/a	2048.000
AIR9	SEEG	µV	0.000	0.150	G2	AIR	0.000	good	n/a	2048.000
AIR10	SEEG	µV	0.000	0.150	G2	AIR	0.000	good	n/a	2048.000
AIR11	SEEG	µV	0.000	0.150	G2	AIR	0.000	good	n/a	2048.000
AIR12	SEEG	µV	0.000	0.150	G2	AIR	0.000	good	n/a	2048.000
AIR13	SEEG	µV	0.000	0.150	G2	AIR	0.000	good	n/a	2048.000
AIR14	SEEG	µV	0.000	0.150	G2	AIR	0.000	good	n/a	2048.000
AIR15	SEEG	µV	0.000	0.150	G2	AIR	0.000	good	n/a	2048.000
AR1	SEEG	µV	0.000	0.150	G2	AR	0.000	good	n/a	2048.000
AR2	SEEG	µV	0.000	0.150	G2	AR	0.000	good	n/a	2048.000
AR3	SEEG	µV	0.000	0.150	G2	AR	0.000	good	n/a	2048.000
AR4	SEEG	µV	0.000	0.150	G2	AR	0.000	good	n/a	2048.000
AR5	SEEG	µV	0.000	0.150	G2	AR	0.000	good	n/a	2048.000
AR6	SEEG	µV	0.000	0.150	G2	AR	0.000	good	n/a	2048.000
AR7	SEEG	µV	0.000	0.150	G2	AR	0.000	good	n/a	2048.000
AR8	SEEG	µV	0.000	0.150	G2	AR	0.000	good	n/a	2048.000
AR9	SEEG	µV	0.000	0.150	G2	AR	0.000	good	n/a	2048.000
AR10	SEEG	µV	0.000	0.150	G2	AR	0.000	good	n/a	2048.000
AR11	SEEG	µV	0.000	0.150	G2	AR	0.000	bad	noisy	2048.000
AR12	SEEG	µV	0.000	0.150	G2	AR	0.000	good	n/a	2048.000
ecg2+	ECG	µV	0.000	0.150	ecg2-	n/a	0.000	good	n/a	2048.000
Ah1+	ECG	µV	0.000	0.150	Ah1-	n/a	0.000	good	n/a	2048.000
Orb1+	EOG	µV	0.000	0.150	Orb1-	n/a	0.000	good	n/a	2048.000
IPR1	SEEG	µV	0.000	0.150	G2	IPR	0.000	good	n/a	2048.000
IPR2	SEEG	µV	0.000	0.150	G2	IPR	0.000	good	n/a	2048.000
IPR3	SEEG	µV	0.000	0.150	G2	IPR	0.000	good	n/a	2048.000
IPR4	SEEG	µV	0.000	0.150	G2	IPR	0.000	good	n/a	2048.000
IPR5	SEEG	µV	0.000	0.150	G2	IPR	0.000	good	n/a	2048.000
IPR6	SEEG	µV	0.000	0.150	G2	IPR	0.000	good	n/a	2048.000
IPR7	SEEG	µV	0.000	0.150	G2	IPR	0.000	good	n/a	2048.000
IPR8	SEEG	µV	0.000	0.150	G2	IPR	0.000	good	n/a	2048.000
IPR9	SEEG	µV	0.000	0.150	G2	IPR	0.000	good	n/a	2048.000
IPR10	SEEG	µV	0.000	0.150	G2	IPR	0.000	good	n/a	2048.000
IPR11	SEEG	µV	0.000	0.150	G2	IPR	0.000	good	n/a	2048.000
IPR12	SEEG	µV	0.000	0.150	G2	IPR	0.000	good	n/a	2048.000
IPR13	SEEG	µV	0.000	0.150	G2	IPR	0.000	good	n/a	2048.000
IPR14	SEEG	µV	0.000	0.150	G2	IPR	0.000	good	n/a	2048.000
IPR15	SEEG	µV	0.000	0.150	G2	IPR	0.000	good	n/a	2048.000
AHR1	SEEG	µV	0.000	0.150	G2	AHR	0.000	good	n/a	2048.000
AHR2	SEEG	µV	0.000	0.150	G2	AHR	0.000	good	n/a	2048.000
AHR3	SEEG	µV	0.000	0.150	G2	AHR	0.000	good	n/a	2048.000
AHR4	SEEG	µV	0.000	0.150	G2	AHR	0.000	good	n/a	2048.000
AHR5	SEEG	µV	0.000	0.150	G2	AHR	0.000	good	n/a	2048.000
AHR6	SEEG	µV	0.000	0.150	G2	AHR	0.000	good	n/a	2048.000
AHR7	SEEG	µV	0.000	0.150	G2	AHR	0.000	good	n/a	2048.000
AHR8	SEEG	µV	0.000	0.150	G2	AHR	0.000	good	n/a	2048.000
AHR9	SEEG	µV	0.000	0.150	G2	AHR	0.000	good	n/a	2048.000
AHR10	SEEG	µV	0.000	0.150	G2	AHR	0.000	good	n/a	2048.000
MKR1+	TRIG	µV	0.000	0.000	MKR1-	n/a	0.000	bad	None	2048.000
PHR1	SEEG	µV	0.000	0.150	G2	PHR	0.000	good	n/a	2048.000
PHR2	SEEG	µV	0.000	0.150	G2	PHR	0.000	good	n/a	2048.000
PHR3	SEEG	µV	0.000	0.150	G2	PHR	0.000	good	n/a	2048.000
PHR4	SEEG	µV	0.000	0.150	G2	PHR	0.000	good	n/a	2048.000
PHR5	SEEG	µV	0.000	0.150	G2	PHR	0.000	good	n/a	2048.000
PHR6	SEEG	µV	0.000	0.150	G2	PHR	0.000	good	n/a	2048.000
PHR7	SEEG	µV	0.000	0.150	G2	PHR	0.000	good	n/a	2048.000
PHR8	SEEG	µV	0.000	0.150	G2	PHR	0.000	good	n/a	2048.000
PHR9	SEEG	µV	0.000	0.150	G2	PHR	0.000	good	n/a	2048.000
PHR10	SEEG	µV	0.000	0.150	G2	PHR	0.000	good	n/a	2048.000
PHR11	SEEG	µV	0.000	0.150	G2	PHR	0.000	good	n/a	2048.000
PHR12	SEEG	µV	0.000	0.150	G2	PHR	0.000	good	n/a	2048.000
ATR1	SEEG	µV	0.000	0.150	G2	ATR	0.000	good	n/a	2048.000
ATR2	SEEG	µV	0.000	0.150	G2	ATR	0.000	good	n/a	2048.000
ATR3	SEEG	µV	0.000	0.150	G2	ATR	0.000	good	n/a	2048.000
ATR4	SEEG	µV	0.000	0.150	G2	ATR	0.000	good	n/a	2048.000
ATR5	SEEG	µV	0.000	0.150	G2	ATR	0.000	good	n/a	2048.000
ATR6	SEEG	µV	0.000	0.150	G2	ATR	0.000	good	n/a	2048.000
ATR7	SEEG	µV	0.000	0.150	G2	ATR	0.000	good	n/a	2048.000
ATR8	SEEG	µV	0.000	0.150	G2	ATR	0.000	good	n/a	2048.000
TOR1	SEEG	µV	0.000	0.150	G2	TOR	0.000	good	n/a	2048.000
TOR2	SEEG	µV	0.000	0.150	G2	TOR	0.000	good	n/a	2048.000
TOR3	SEEG	µV	0.000	0.150	G2	TOR	0.000	good	n/a	2048.000
TOR4	SEEG	µV	0.000	0.150	G2	TOR	0.000	good	n/a	2048.000
TOR5	SEEG	µV	0.000	0.150	G2	TOR	0.000	good	n/a	2048.000
TOR6	SEEG	µV	0.000	0.150	G2	TOR	0.000	good	n/a	2048.000
TOR7	SEEG	µV	0.000	0.150	G2	TOR	0.000	good	n/a	2048.000
TOR8	SEEG	µV	0.000	0.150	G2	TOR	0.000	good	n/a	2048.000
TOR9	SEEG	µV	0.000	0.150	G2	TOR	0.000	good	n/a	2048.000
TOR10	SEEG	µV	0.000	0.150	G2	TOR	0.000	good	n/a	2048.000
TOR11	SEEG	µV	0.000	0.150	G2	TOR	0.000	good	n/a	2048.000
