name	type	units	low_cutoff	high_cutoff	reference	group	notch	status	status_description	sampling_frequency
T01	ECOG	µV	n/a	0.150	G2	T	0.000	good	n/a	512.000
T02	ECOG	µV	0.000	0.150	G2	T	0.000	good	n/a	512.000
T03	ECOG	µV	0.000	0.150	G2	T	0.000	good	n/a	512.000
T04	ECOG	µV	0.000	0.150	G2	T	0.000	good	n/a	512.000
T05	ECOG	µV	0.000	0.150	G2	T	0.000	good	n/a	512.000
T06	ECOG	µV	0.000	0.150	G2	T	0.000	good	n/a	512.000
T07	ECOG	µV	0.000	0.150	G2	T	0.000	good	n/a	512.000
T08	ECOG	µV	0.000	0.150	G2	T	0.000	good	n/a	512.000
T09	ECOG	µV	0.000	0.150	G2	T	0.000	good	n/a	512.000
T10	ECOG	µV	0.000	0.150	G2	T	0.000	good	n/a	512.000
T11	ECOG	µV	0.000	0.150	G2	T	0.000	good	n/a	512.000
T12	ECOG	µV	0.000	0.150	G2	T	0.000	good	n/a	512.000
T13	ECOG	µV	0.000	0.150	G2	T	0.000	good	n/a	512.000
T14	ECOG	µV	0.000	0.150	G2	T	0.000	good	n/a	512.000
T15	ECOG	µV	0.000	0.150	G2	T	0.000	good	n/a	512.000
T16	ECOG	µV	0.000	0.150	G2	T	0.000	bad	on top of other channels	512.000
T17	ECOG	µV	0.000	0.150	G2	T	0.000	good	noisy	512.000
T18	ECOG	µV	0.000	0.150	G2	T	0.000	good	n/a	512.000
T19	ECOG	µV	0.000	0.150	G2	T	0.000	good	n/a	512.000
T20	ECOG	µV	0.000	0.150	G2	T	0.000	good	n/a	512.000
T21	ECOG	µV	0.000	0.150	G2	T	0.000	good	n/a	512.000
T22	ECOG	µV	0.000	0.150	G2	T	0.000	good	n/a	512.000
T23	ECOG	µV	0.000	0.150	G2	T	0.000	good	n/a	512.000
T24	ECOG	µV	0.000	0.150	G2	T	0.000	good	n/a	512.000
T25	ECOG	µV	0.000	0.150	G2	T	0.000	good	n/a	512.000
T26	ECOG	µV	0.000	0.150	G2	T	0.000	good	n/a	512.000
T27	ECOG	µV	0.000	0.150	G2	T	0.000	good	n/a	512.000
T28	ECOG	µV	0.000	0.150	G2	T	0.000	good	n/a	512.000
T29	ECOG	µV	0.000	0.150	G2	T	0.000	good	n/a	512.000
T30	ECOG	µV	0.000	0.150	G2	T	0.000	good	n/a	512.000
T31	ECOG	µV	0.000	0.150	G2	T	0.000	good	n/a	512.000
T32	ECOG	µV	0.000	0.150	G2	T	0.000	good	n/a	512.000
T33	ECOG	µV	0.000	0.150	G2	T	0.000	good	n/a	512.000
T34	ECOG	µV	0.000	0.150	G2	T	0.000	good	n/a	512.000
T35	ECOG	µV	0.000	0.150	G2	T	0.000	good	n/a	512.000
T36	ECOG	µV	0.000	0.150	G2	T	0.000	good	n/a	512.000
T37	ECOG	µV	0.000	0.150	G2	T	0.000	good	n/a	512.000
T38	ECOG	µV	0.000	0.150	G2	T	0.000	good	n/a	512.000
T39	ECOG	µV	0.000	0.150	G2	T	0.000	good	n/a	512.000
T40	ECOG	µV	0.000	0.150	G2	T	0.000	good	n/a	512.000
T41	ECOG	µV	0.000	0.150	G2	T	0.000	good	n/a	512.000
T42	ECOG	µV	0.000	0.150	G2	T	0.000	good	n/a	512.000
T43	ECOG	µV	0.000	0.150	G2	T	0.000	good	n/a	512.000
T44	ECOG	µV	0.000	0.150	G2	T	0.000	good	n/a	512.000
T45	ECOG	µV	0.000	0.150	G2	T	0.000	good	n/a	512.000
T46	ECOG	µV	0.000	0.150	G2	T	0.000	good	n/a	512.000
T47	ECOG	µV	0.000	0.150	G2	T	0.000	good	n/a	512.000
T48	ECOG	µV	0.000	0.150	G2	T	0.000	good	n/a	512.000
TO49	ECOG	µV	0.000	0.150	G2	TO	0.000	good	n/a	512.000
TO50	ECOG	µV	0.000	0.150	G2	TO	0.000	good	n/a	512.000
TO51	ECOG	µV	0.000	0.150	G2	TO	0.000	good	n/a	512.000
TO52	ECOG	µV	0.000	0.150	G2	TO	0.000	good	n/a	512.000
TO53	ECOG	µV	0.000	0.150	G2	TO	0.000	good	n/a	512.000
TO54	ECOG	µV	0.000	0.150	G2	TO	0.000	good	n/a	512.000
TO55	ECOG	µV	0.000	0.150	G2	TO	0.000	bad	on top of other channels	512.000
TO56	ECOG	µV	0.000	0.150	G2	TO	0.000	bad	on top of other channels	512.000
TO57	ECOG	µV	0.000	0.150	G2	TO	0.000	good	n/a	512.000
TO58	ECOG	µV	0.000	0.150	G2	TO	0.000	good	n/a	512.000
TO59	ECOG	µV	0.000	0.150	G2	TO	0.000	good	n/a	512.000
TO60	ECOG	µV	0.000	0.150	G2	TO	0.000	good	n/a	512.000
TO61	ECOG	µV	0.000	0.150	G2	TO	0.000	good	n/a	512.000
TO62	ECOG	µV	0.000	0.150	G2	TO	0.000	good	n/a	512.000
TO63	ECOG	µV	0.000	0.150	G2	TO	0.000	good	n/a	512.000
TO64	ECOG	µV	0.000	0.150	G2	TO	0.000	bad	on top of other channels	512.000
vT1	ECOG	µV	0.000	0.150	G2	vT	0.000	good	n/a	512.000
vT2	ECOG	µV	0.000	0.150	G2	vT	0.000	good	n/a	512.000
vT3	ECOG	µV	0.000	0.150	G2	vT	0.000	good	n/a	512.000
vT4	ECOG	µV	0.000	0.150	G2	vT	0.000	good	n/a	512.000
vT5	ECOG	µV	0.000	0.150	G2	vT	0.000	good	n/a	512.000
vT6	ECOG	µV	0.000	0.150	G2	vT	0.000	good	n/a	512.000
vT7	ECOG	µV	0.000	0.150	G2	vT	0.000	good	n/a	512.000
vT8	ECOG	µV	0.000	0.150	G2	vT	0.000	good	n/a	512.000
sT1	ECOG	µV	0.000	0.150	G2	sT	0.000	good	n/a	512.000
sT2	ECOG	µV	0.000	0.150	G2	sT	0.000	good	n/a	512.000
sT3	ECOG	µV	0.000	0.150	G2	sT	0.000	good	n/a	512.000
sT4	ECOG	µV	0.000	0.150	G2	sT	0.000	good	n/a	512.000
sT5	ECOG	µV	0.000	0.150	G2	sT	0.000	bad	on top of other channels	512.000
sT6	ECOG	µV	0.000	0.150	G2	sT	0.000	bad	on top of other channels	512.000
sT7	ECOG	µV	0.000	0.150	G2	sT	0.000	bad	on top of other channels	512.000
sT8	ECOG	µV	0.000	0.150	G2	sT	0.000	bad	on top of other channels	512.000
emg2+	EMG	µV	0.000	0.150	emg2-	n/a	0.000	good	n/a	512.000
emg1+	EMG	µV	0.000	0.150	emg1-	n/a	0.000	good	n/a	512.000
orb+	EOG	µV	0.000	0.150	orb-	n/a	0.000	good	n/a	512.000
ECG+	ECG	µV	0.000	0.150	ECG-	n/a	0.000	good	n/a	512.000
AH+	MISC	µV	0.000	0.150	AH-	n/a	0.000	good	n/a	512.000
