name	type	units	low_cutoff	high_cutoff	reference	group	notch	status	status_description	sampling_frequency
AR1	SEEG	µV	n/a	0.150	G2	AR	0.000	good	n/a	2048.000
AR2	SEEG	µV	0.000	0.150	G2	AR	0.000	good	n/a	2048.000
AR3	SEEG	µV	0.000	0.150	G2	AR	0.000	good	n/a	2048.000
AR4	SEEG	µV	0.000	0.150	G2	AR	0.000	good	n/a	2048.000
AR5	SEEG	µV	0.000	0.150	G2	AR	0.000	good	n/a	2048.000
AR6	SEEG	µV	0.000	0.150	G2	AR	0.000	good	n/a	2048.000
AR7	SEEG	µV	0.000	0.150	G2	AR	0.000	good	n/a	2048.000
AR8	SEEG	µV	0.000	0.150	G2	AR	0.000	bad	noisy	2048.000
AR9	SEEG	µV	0.000	0.150	G2	AR	0.000	good	n/a	2048.000
AHR1	SEEG	µV	0.000	0.150	G2	n/a	0.000	good	n/a	2048.000
AHR2	SEEG	µV	0.000	0.150	G2	n/a	0.000	good	n/a	2048.000
AHR3	SEEG	µV	0.000	0.150	G2	n/a	0.000	good	n/a	2048.000
AHR4	SEEG	µV	0.000	0.150	G2	n/a	0.000	good	n/a	2048.000
AHR5	SEEG	µV	0.000	0.150	G2	n/a	0.000	good	n/a	2048.000
AHR6	SEEG	µV	0.000	0.150	G2	n/a	0.000	good	n/a	2048.000
AHR7	SEEG	µV	0.000	0.150	G2	n/a	0.000	good	n/a	2048.000
AHR8	SEEG	µV	0.000	0.150	G2	n/a	0.000	good	n/a	2048.000
AHR9	SEEG	µV	0.000	0.150	G2	n/a	0.000	good	n/a	2048.000
PHR1	SEEG	µV	0.000	0.150	G2	PHR	0.000	good	n/a	2048.000
PHR2	SEEG	µV	0.000	0.150	G2	PHR	0.000	good	n/a	2048.000
PHR3	SEEG	µV	0.000	0.150	G2	PHR	0.000	good	n/a	2048.000
PHR4	SEEG	µV	0.000	0.150	G2	PHR	0.000	good	n/a	2048.000
PHR5	SEEG	µV	0.000	0.150	G2	PHR	0.000	good	n/a	2048.000
PHR6	SEEG	µV	0.000	0.150	G2	PHR	0.000	good	n/a	2048.000
PHR7	SEEG	µV	0.000	0.150	G2	PHR	0.000	good	n/a	2048.000
PHR8	SEEG	µV	0.000	0.150	G2	PHR	0.000	good	n/a	2048.000
PHR9	SEEG	µV	0.000	0.150	G2	PHR	0.000	good	n/a	2048.000
ECG+	ECG	µV	0.000	0.150	ECG-	n/a	0.000	good	n/a	2048.000
AH+	MISC	µV	0.000	0.150	AH-	n/a	0.000	good	n/a	2048.000
ORB+	EOG	µV	0.000	0.150	ORB-	n/a	0.000	good	n/a	2048.000
EMG+	EMG	µV	0.000	0.150	EMG-	n/a	0.000	good	n/a	2048.000
ITR1	SEEG	µV	0.000	0.150	G2	ITR	0.000	good	n/a	2048.000
ITR2	SEEG	µV	0.000	0.150	G2	ITR	0.000	good	n/a	2048.000
ITR3	SEEG	µV	0.000	0.150	G2	ITR	0.000	good	n/a	2048.000
ITR4	SEEG	µV	0.000	0.150	G2	ITR	0.000	good	n/a	2048.000
ITR5	SEEG	µV	0.000	0.150	G2	ITR	0.000	good	n/a	2048.000
ITR6	SEEG	µV	0.000	0.150	G2	ITR	0.000	good	n/a	2048.000
ITR7	SEEG	µV	0.000	0.150	G2	ITR	0.000	good	n/a	2048.000
ITR8	SEEG	µV	0.000	0.150	G2	ITR	0.000	good	n/a	2048.000
ITR9	SEEG	µV	0.000	0.150	G2	ITR	0.000	good	n/a	2048.000
ITR10	SEEG	µV	0.000	0.150	G2	ITR	0.000	good	n/a	2048.000
MFR1	SEEG	µV	0.000	0.150	G2	MFR	0.000	good	n/a	2048.000
MFR2	SEEG	µV	0.000	0.150	G2	MFR	0.000	good	n/a	2048.000
MFR3	SEEG	µV	0.000	0.150	G2	MFR	0.000	good	n/a	2048.000
MFR4	SEEG	µV	0.000	0.150	G2	MFR	0.000	good	n/a	2048.000
MFR5	SEEG	µV	0.000	0.150	G2	MFR	0.000	good	n/a	2048.000
MFR6	SEEG	µV	0.000	0.150	G2	MFR	0.000	good	n/a	2048.000
MFR7	SEEG	µV	0.000	0.150	G2	MFR	0.000	good	n/a	2048.000
MFR8	SEEG	µV	0.000	0.150	G2	MFR	0.000	good	n/a	2048.000
MFR9	SEEG	µV	0.000	0.150	G2	MFR	0.000	good	n/a	2048.000
MFR10	SEEG	µV	0.000	0.150	G2	MFR	0.000	good	n/a	2048.000
MFR11	SEEG	µV	0.000	0.150	G2	MFR	0.000	good	n/a	2048.000
MFR12	SEEG	µV	0.000	0.150	G2	MFR	0.000	good	n/a	2048.000
MFR13	SEEG	µV	0.000	0.150	G2	MFR	0.000	good	n/a	2048.000
MFR14	SEEG	µV	0.000	0.150	G2	MFR	0.000	good	n/a	2048.000
MFR15	SEEG	µV	0.000	0.150	G2	MFR	0.000	good	n/a	2048.000
